author,book_name,text
Leo Tolstoy,Youth,"that spring, he had departed for the country with the girls, he had been in that communicatively happy, sociable mood in which gamblers usually find themselves who have retired from play after winning large stakes. He had felt that he still had a fortune left to him which, so long as he did not squander it on gaming, might be used for our advancement in life. Moreover, it was springtime, he was unexpectedly well supplied with ready money, he was alone, and he had nothing to do. As he conversed with Jakoff on various matters, and remembered both the interminable suit with the Epifanovs and Avdotia’s beauty (it was a long while since he had seen her), I can imagine him saying: “How do you think we ought to act in this suit, Jakoff? My idea is simply to let the cursed land go. Eh? What do you think about it?” I can imagine, too, how, thus interrogated, Jakoff twirled his fingers behind his back in a deprecatory sort of way, and proceeded to argue that it all the same, “Peter Alexandritch, we are in the right.” Nevertheless, I further conjecture, Papa ordered the dogcart to be got ready, put"
Leo Tolstoy,Youth,"on his fashionable olive-coloured driving-coat, brushed up the remnants of his hair, sprinkled his clothes with scent, and, greatly pleased to think that he was acting a la seignior (as well as, even more, revelling in the prospect of soon seeing a pretty woman), drove off to visit his neighbours. I can imagine, too, that when the flustered housemaid ran to inform Peter Vassilievitch that Monsieur Irtenieff himself had called, Peter answered angrily, “Well, what has he come for?” and, stepping softly about the house, first went into his study to put on his old soiled jacket, and then sent down word to the cook that on no account whatever--no, not even if she were ordered to do so by the mistress herself--was she to add anything to luncheon. Since, later, I often saw Papa with Peter, I can form a very good idea of this first interview between them. I can imagine that, despite Papa’s proposal to end the suit in a peaceful manner, Peter was morose and resentful at the thought of having sacrificed his career to his mother, and at Papa having done nothing of the kind--a by no means surprising circumstance, Peter probably said to himself."
Leo Tolstoy,Youth,"Next, I can see Papa taking no notice of this ill-humour, but cracking quips and jests, while Peter gradually found himself forced to treat him as a humorist with whom he felt offended one moment and inclined to be reconciled the next. Indeed, with his instinct for making fun of everything, Papa often used to address Peter as “Colonel;” and though I can remember Peter once replying, with an unusually violent stutter and his face scarlet with indignation, that he had never been a c-c-colonel, but only a l-l-lieutenant, Papa called him “Colonel” again before another five minutes were out. Lubotshka told me that, up to the time of Woloda’s and my arrival from Moscow, there had been daily meetings with the Epifanovs, and that things had been very lively, since Papa, who had a genius for arranging, everything with a touch of originality and wit, as well as in a simple and refined manner, had devised shooting and fishing parties and fireworks for the Epifanovs’ benefit. All these festivities--so said Lubotshka--would have gone off splendidly but for the intolerable Peter, who had spoilt everything by his puffing and stuttering. After our coming, however, the Epifanovs only visited us twice,"
Leo Tolstoy,Youth,"and we went once to their house, while after St. Peter’s Day (on which, it being Papa’s nameday, the Epifanovs called upon us in common with a crowd of other guests) our relations with that family came entirely to an end, and, in future, only Papa went to see them. During the brief period when I had opportunities of seeing Papa and Dunetchka (as her mother called Avdotia) together, this is what I remarked about them. Papa remained unceasingly in the same buoyant mood as had so greatly struck me on the day after our arrival. So gay and youthful and full of life and happy did he seem that the beams of his felicity extended themselves to all around him, and involuntarily communicated to them a similar frame of mind. He never stirred from Avdotia’s side so long as she was in the room, but either kept on plying her with sugary-sweet compliments which made me feel ashamed for him or, with his gaze fixed upon her with an air at once passionate and complacent, sat hitching his shoulder and coughing as from time to time he smiled and whispered something in her ear. Yet throughout he wore the"
Leo Tolstoy,Youth,"same expression of raillery as was peculiar to him even in the most serious matters. As a rule, Avdotia herself seemed to catch the infection of the happiness which sparkled at this period in Papa’s large blue eyes; yet there were moments also when she would be seized with such a fit of shyness that I, who knew the feeling well, was full of sympathy and compassion as I regarded her embarrassment. At moments of this kind she seemed to be afraid of every glance and every movement--to be supposing that every one was looking at her, every one thinking of no one but her, and that unfavourably. She would glance timidly from one person to another, the colour coming and going in her cheeks, and then begin to talk loudly and defiantly, but, for the most part, nonsense; until presently, realising this, and supposing that Papa and every one else had heard her, she would blush more painfully than ever. Yet Papa never noticed her nonsense, for he was too much taken up with coughing and with gazing at her with his look of happy, triumphant devotion. I noticed, too, that, although these fits of shyness attacked Avdotia, without"
Leo Tolstoy,Youth,"any visible cause, they not infrequently ensued upon Papa’s mention of one or another young and beautiful woman. Frequent transitions from depression to that strange, awkward gaiety of hers to which I have referred before the repetition of favourite words and turns of speech of Papa’s; the continuation of discussions with others which Papa had already begun--all these things, if my father had not been the principal actor in the matter and I had been a little older, would have explained to me the relations subsisting between him and Avdotia. At the time, however, I never surmised them--no, not even when Papa received from her brother Peter a letter which so upset him that not again until the end of August did he go to call upon the Epifanovs’. Then, however, he began his visits once more, and ended by informing us, on the day before Woloda and I were to return to Moscow, that he was about to take Avdotia Vassilievna Epifanov to be his wife. XXXV. HOW WE RECEIVED THE NEWS Yet, even on the eve of the official announcement, every one had learnt of the matter, and was discussing it. Mimi never left her room that day,"
Leo Tolstoy,Youth,"and wept copiously. Katenka kept her company, and only came out for luncheon, with a grieved expression on her face which was manifestly borrowed from her mother. Lubotshka, on the contrary, was very cheerful, and told us after luncheon that she knew of a splendid secret which she was going to tell no one. “There is nothing so splendid about your secret,” said Woloda, who did not in the least share her satisfaction. “If you were capable of any serious thought at all, you would understand that it is a very bad lookout for us.” Lubotshka stared at him in amazement, and said no more. After the meal was over, Woloda made a feint of taking me by the arm, and then, fearing that this would seem too much like “affection,” nudged me gently by the elbow, and beckoned me towards the salon. “You know, I suppose, what the secret is of which Lubotshka was speaking?” he said when he was sure that we were alone. It was seldom that he and I spoke together in confidence: with the result that, whenever it came about, we felt a kind of awkwardness in one another’s presence, and “boys began to jump"
Leo Tolstoy,Youth,"about” in our eyes, as Woloda expressed it. On the present occasion, however, he answered the excitement in my eyes with a grave, fixed look which said: “You need not be surprised, for we are brothers, and we have to consider an important family matter.” I understood him, and he went on: “You know, I suppose, that Papa is going to marry Avdotia Epifanov?” I nodded, for I had already heard so. “Well, it is not a good thing,” continued Woloda. “Why so?” “Why?” he repeated irritably. “Because it will be so pleasant, won’t it, to have this stuttering ‘colonel’ and all his family for relations! Certainly she seems nice enough, as yet; but who knows what she will turn out to be later? It won’t matter much to you or myself, but Lubotshka will soon be making her debut, and it will hardly be nice for her to have such a ‘belle mere’ as this--a woman who speaks French badly, and has no manners to teach her.” Although it seemed odd to hear Woloda criticising Papa’s choice so coolly, I felt that he was right. “Why is he marrying her?” I asked. “Oh, it is a hole-and-corner business, and"
Leo Tolstoy,Youth,"God only knows why,” he answered. “All I know is that her brother, Peter, tried to make conditions about the marriage, and that, although at first Papa would not hear of them, he afterwards took some fancy or knight-errantry or another into his head. But, as I say, it is a hole-and-corner business. I am only just beginning to understand my father “--the fact that Woloda called Papa “my father” instead of “Papa” somehow hurt me--“and though I can see that he is kind and clever, he is irresponsible and frivolous to a degree that--Well, the whole thing is astonishing. He cannot so much as look upon a woman calmly. You yourself know how he falls in love with every one that he meets. You know it, and so does Mimi.” “What do you mean?” I said. “What I say. Not long ago I learnt that he used to be in love with Mimi herself when he was a young man, and that he used to send her poetry, and that there really was something between them. Mimi is heart-sore about it to this day”--and Woloda burst out laughing. “Impossible!” I cried in astonishment. “But the principal thing at this"
Leo Tolstoy,Youth,"moment,” went on Woloda, becoming serious again, and relapsing into French, “is to think how delighted all our relations will be with this marriage! Why, she will probably have children!” Woloda’s prudence and forethought struck me so forcibly that I had no answer to make. Just at this moment Lubotshka approached us. “So you know?” she said with a joyful face. “Yes,” said Woloda. “Still, I am surprised at you, Lubotshka. You are no longer a baby in long clothes. Why should you be so pleased because Papa is going to marry a piece of trash?” At this Lubotshka’s face fell, and she became serious. “Oh, Woloda!” she exclaimed. “Why ‘a piece of trash’ indeed? How can you dare to speak of Avdotia like that? If Papa is going to marry her she cannot be ‘trash.’” “No, not trash, so to speak, but--” “No ‘buts’ at all!” interrupted Lubotshka, flaring up. “You have never heard me call the girl whom you are in love with ‘trash!’ How, then, can you speak so of Papa and a respectable woman? Although you are my elder brother, I won’t allow you to speak like that! You ought not to!” “Mayn’t I even express"
Leo Tolstoy,Youth,"an opinion about--” “No, you mayn’t!” repeated Lubotshka. “No one ought to criticise such a father as ours. Mimi has the right to, but not you, however much you may be the eldest brother.” “Oh you don’t understand anything,” said Woloda contemptuously. “Try and do so. How can it be a good thing that a ‘Dunetchka’ of an Epifanov should take the place of our dead Mamma?” For a moment Lubotshka was silent. Then the tears suddenly came into her eyes. “I knew that you were conceited, but I never thought that you could be cruel,” she said, and left us. “Pshaw!” said Woloda, pulling a serio-comic face and make-believe, stupid eyes. “That’s what comes of arguing with them.” Evidently he felt that he was at fault in having so far forgot himself as to descend to discuss matters at all with Lubotshka. Next day the weather was bad, and neither Papa nor the ladies had come down to morning tea when I entered the drawing-room. There had been cold rain in the night, and remnants of the clouds from which it had descended were still scudding across the sky, with the sun’s luminous disc (not yet risen to any"
Leo Tolstoy,Youth,"great height) showing faintly through them. It was a windy, damp, grey morning. The door into the garden was standing open, and pools left by the night’s rain were drying on the damp-blackened flags of the terrace. The open door was swinging on its iron hinges in the wind, and all the paths looked wet and muddy. The old birch trees with their naked white branches, the bushes, the turf, the nettles, the currant-trees, the elders with the pale side of their leaves turned upwards--all were dashing themselves about, and looking as though they were trying to wrench themselves free from their roots. From the avenue of lime-trees showers of round, yellow leaves were flying through the air in tossing, eddying circles, and strewing the wet road and soaked aftermath of the hayfield with a clammy carpet. At the moment, my thoughts were wholly taken up with my father’s approaching marriage and with the point of view from which Woloda regarded it. The future seemed to me to bode no good for any of us. I felt distressed to think that a woman who was not only a stranger but young should be going to associate with us in so"
Leo Tolstoy,Youth,"many relations of life, without having any right to do so--nay, that this young woman was going to usurp the place of our dead mother. I felt depressed, and kept thinking more and more that my father was to blame in the matter. Presently I heard his voice and Woloda’s speaking together in the pantry, and, not wishing to meet Papa just then, had just left the room when I was pursued by Lubotshka, who said that Papa wanted to see me. He was standing in the drawing-room, with his hand resting on the piano, and was gazing in my direction with an air at once grave and impatient. His face no longer wore the youthful, gay expression which had struck me for so long, but, on the contrary, looked sad. Woloda was walking about the room with a pipe in his hand. I approached my father, and bade him good morning. “Well, my children,” he said firmly, with a lift of his head and in the peculiarly hurried manner of one who wishes to announce something obviously unwelcome, but no longer admitting of reconsideration, “you know, I suppose, that I am going to marry Avdotia Epifanov.” He paused a"
Leo Tolstoy,Youth,"moment. “Hitherto I had had no desire for any one to succeed your mother, but”--and again he paused--“it-it is evidently my fate. Dunetchka is an excellent, kind girl, and no longer in her first youth. I hope, therefore, my children, that you will like her, and she, I know, will be sincerely fond of you, for she is a good woman. And now,” he went on, addressing himself more particularly to Woloda and myself, and having the appearance of speaking hurriedly in order to prevent us from interrupting him, “it is time for you to depart, while I myself am going to stay here until the New Year, and then to follow you to Moscow with”--again he hesitated a moment--“my wife and Lubotshka.” It hurt me to see my father standing as though abashed and at fault before us, so I moved a little nearer him, but Woloda only went on walking about the room with his head down, and smoking. “So, my children, that is what your old father has planned to do,” concluded Papa--reddening, coughing, and offering Woloda and myself his hands. Tears were in his eyes as he said this, and I noticed, too, that the hand"
Leo Tolstoy,Youth,"which he was holding out to Woloda (who at that moment chanced to be at the other end of the room) was shaking slightly. The sight of that shaking hand gave me an unpleasant shock, for I remembered that Papa had served in 1812, and had been, as every one knew, a brave officer. Seizing the great veiny hand, I covered it with kisses, and he squeezed mine hard in return. Then, with a sob amid his tears, he suddenly threw his arms around Lubotshka’s dark head, and kissed her again and again on the eyes. Woloda pretended that he had dropped his pipe, and, bending down, wiped his eyes furtively with the back of his hand. Then, endeavouring to escape notice, he left the room. XXXVI. THE UNIVERSITY THE wedding was to take place in two weeks’ time, but, as our lectures had begun already, Woloda and myself were forced to return to Moscow at the beginning of September. The Nechludoffs had also returned from the country, and Dimitri (with whom, on parting, I had made an agreement that we should correspond frequently with the result, of course, that we had never once written to one another) came to"
Leo Tolstoy,Youth,"see us immediately after our arrival, and arranged to escort me to my first lecture on the morrow. It was a beautiful sunny day. No sooner had I entered the auditorium than I felt my personality entirely disappear amid the swarm of light-hearted youths who were seething tumultuously through every doorway and corridor under the influence of the sunlight pouring through the great windows. I found the sense of being a member of this huge community very pleasing, yet there were few among the throng whom I knew, and that only on terms of a nod and a “How do you do, Irtenieff?” All around me men were shaking hands and chatting together--from every side came expressions of friendship, laughter, jests, and badinage. Everywhere I could feel the tie which bound this youthful society in one, and everywhere, too, I could feel that it left me out. Yet this impression lasted for a moment only, and was succeeded, together with the vexation which it had caused, by the idea that it was best that I should not belong to that society, but keep to my own circle of gentlemen; wherefore I proceeded to seat myself upon the third bench, with,"
Leo Tolstoy,Youth,"as neighbours, Count B., Baron Z., the Prince R., Iwin, and some other young men of the same class with none of whom, however, was acquainted save with Iwin and Count B. Yet the look which these young gentlemen threw at me at once made me feel that I was not of their set, and I turned to observe what was going on around me. Semenoff, with grey, matted hair, white teeth, and tunic flying open, was seated a little distance off, and leaning forward on his elbows as he nibbled a pen, while the gymnasium student who had come out first in the examinations had established himself on the front bench, and, with a black stock coming half-way up his cheek, was toying with the silver watch-chain which adorned his satin waistcoat. On a bench in a raised part of the hall I could descry Ikonin (evidently he had contrived to enter the University somehow!), and hear him fussily proclaiming, in all the glory of blue piped trousers which completely hid his boots, that he was now seated on Parnassus. Ilinka--who had surprised me by giving me a bow not only cold, but supercilious, as though to remind me"
Leo Tolstoy,Youth,"that here we were all equals--was just in front of me, with his legs resting in free and easy style on another bench (a hit, somehow I thought, at myself), and conversing with a student as he threw occasional glances in my direction. Iwin’s set by my side were talking in French, yet every word which I overheard of their conversation seemed to me both stupid and incorrect (“Ce n’est pas francais,” I thought to myself), while all the attitudes, utterances, and doings of Semenoff, Ilinka, and the rest struck me as uniformly coarse, ungentlemanly, and “comme il ne faut pas.” Thus, attached to no particular set, I felt isolated and unable to make friends, and so grew resentful. One of the students on the bench in front of me kept biting his nails, which were raw to the quick already, and this so disgusted me that I edged away from him. In short, I remember finding my first day a most depressing affair. When the professor entered, and there was a general stir and a cessation of chatter, I remember throwing a scornful glance at him, as also that he began his discourse with a sentence which I thought"
Leo Tolstoy,Youth,"devoid of meaning. I had expected the lecture to be, from first to last, so clever that not a word ought to be taken from or added to it. Disappointed in this, I at once proceeded to draw beneath the heading “First Lecture” with which I had adorned my beautifully-bound notebook no less than eighteen faces in profile, joined together in a sort of chaplet, and only occasionally moved my hand along the page in order to give the professor (who, I felt sure, must be greatly interested in me) the impression that I was writing something. In fact, at this very first lecture I came to the decision which I maintained to the end of my course, namely, that it was unnecessary, and even stupid, to take down every word said by every professor. At subsequent lectures, however, I did not feel my isolation so strongly, since I made several acquaintances and got into the way of shaking hands and entering into conversation. Yet for some reason or another no real intimacy ever sprang up between us, and I often found myself depressed and only feigning cheerfulness. With the set which comprised Iwin and “the aristocrats,” as they were"
Leo Tolstoy,Youth,"generally known, I could not make any headway at all, for, as I now remember, I was always shy and churlish to them, and nodded to them only when they nodded to me; so that they had little inducement to desire my acquaintance. With most of the other students, however, this arose from quite a different cause. As soon as ever I discerned friendliness on the part of a comrade, I at once gave him to understand that I went to luncheon with Prince Ivan Ivanovitch and kept my own drozhki. All this I said merely to show myself in the most favourable light in his eyes, and to induce him to like me all the more; yet almost invariably the only result of my communicating to him the intelligence concerning the drozhki and my relationship to Prince Ivan Ivanovitch was that, to my astonishment, he at once adopted a cold and haughty bearing towards me. Among us we had a Crown student named Operoff--a very modest, industrious, and clever young fellow, who always offered one his hand like a slab of wood (that is to say, without closing his fingers or making the slightest movement with them); with the"
Leo Tolstoy,Youth,"result that his comrades often did the same to him in jest, and called it the “deal board” way of shaking hands. He and I nearly always sat next to one another, and discussed matters generally. In particular he pleased me with the freedom with which he would criticise the professors as he pointed out to me with great clearness and acumen the merits or demerits of their respective ways of teaching and made occasional fun of them. Such remarks I found exceedingly striking and diverting when uttered in his quiet, mincing voice. Nevertheless he never let a lecture pass without taking careful notes of it in his fine handwriting, and eventually we decided to join forces, and to do our preparation together. Things had progressed to the point of his always looking pleased when I took my usual seat beside him when, unfortunately, I one day found it necessary to inform him that, before her death, my mother had besought my father never to allow us to enter for a government scholarship, as well as that I myself considered Crown students, no matter how clever, to be-“well, they are not GENTLEMEN,” I concluded, though beginning to flounder a little"
Leo Tolstoy,Youth,"and grow red. At the moment Operoff said nothing, but at subsequent lectures he ceased to greet me or to offer me his board-like hand, and never attempted to talk to me, but, as soon as ever I sat down, he would lean his head upon his arm, and purport to be absorbed in his notebooks. I was surprised at this sudden coolness, but looked upon it as infra dig, “pour un jeune homme de bonne maison” to curry favour with a mere Crown student of an Operoff, and so left him severely alone--though I confess that his aloofness hurt my feelings. On one occasion I arrived before him, and, since the lecture was to be delivered by a popular professor whom students came to hear who did not usually attend such functions, I found almost every seat occupied. Accordingly I secured Operoff’s place for myself by spreading my notebooks on the desk before it; after which I left the room again for a moment. When I returned I perceived that my paraphernalia had been relegated to the bench behind, and the place taken by Operoff himself. I remarked to him that I had already secured it by placing my"
Leo Tolstoy,Youth,"notebooks there. “I know nothing about that,” he replied sharply, yet without looking up at me. “I tell you I placed my notebooks there,” I repeated, purposely trying to bluster, in the hope of intimidating him. “Every one saw me do it,” I added, including the students near me in my glance. Several of them looked at me with curiosity, yet none of them spoke. “Seats cannot be booked here,” said Operoff. “Whoever first sits down in a place keeps it,” and, settling himself angrily where he was, he flashed at me a glance of defiance. “Well, that only means that you are a cad,” I said. I have an idea that he murmured something about my being “a stupid young idiot,” but I decided not to hear it. What would be the use, I asked myself, of my hearing it? That we should brawl like a couple of manants over less than nothing? (I was very fond of the word manants, and often used it for meeting awkward junctures.) Perhaps I should have said something more had not, at that moment, a door slammed and the professor (dressed in a blue frockcoat, and shuffling his feet as he walked)"
Leo Tolstoy,Youth,"ascended the rostrum. Nevertheless, when the examination was about to come on, and I had need of some one’s notebooks, Operoff remembered his promise to lend me his, and we did our preparation together. XXXVII. AFFAIRS OF THE HEART Affaires du coeur exercised me greatly that winter. In fact, I fell in love three times. The first time, I became passionately enamoured of a buxom lady whom I used to see riding at Freitag’s riding-school; with the result that every day when she was taking a lesson there (that is to say, every Tuesday and Friday) I used to go to gaze at her, but always in such a state of trepidation lest I should be seen that I stood a long way off, and bolted directly I thought her likely to approach the spot where I was standing. Likewise, I used to turn round so precipitately whenever she appeared to be glancing in my direction that I never saw her face well, and to this day do not know whether she was really beautiful or not. Dubkoff, who was acquainted with her, surprised me one day in the riding-school, where I was lurking concealed behind the lady’s grooms and"
Leo Tolstoy,Youth,"the fur wraps which they were holding, and, having heard from Dimitri of my infatuation, frightened me so terribly by proposing to introduce me to the Amazon that I fled incontinently from the school, and was prevented by the mere thought that possibly he had told her about me from ever entering the place again, or even from hiding behind her grooms, lest I should encounter her. Whenever I fell in love with ladies whom I did not know, and especially married women, I experienced a shyness a thousand times greater than I had ever felt with Sonetchka. I dreaded beyond measure that my divinity should learn of my passion, or even of my existence, since I felt sure that, once she had done so, she would be so terribly offended that I should never be forgiven for my presumption. And indeed, if the Amazon referred to above had ever come to know how I used to stand behind the grooms and dream of seizing her and carrying her off to some country spot--if she had ever come to know how I should have lived with her there, and how I should have treated her, it is probable that she"
Leo Tolstoy,Youth,"would have had very good cause for indignation! But I always felt that, once I got to know her, she would straightway divine these thoughts, and consider herself insulted by my acquaintance. As my second affaire du coeur, I, (for the third time) fell in love with Sonetchka when I saw her at her sister’s. My second passion for her had long since come to an end, but I became enamoured of her this third time through Lubotshka sending me a copy-book in which Sonetchka had copied some extracts from Lermontoff’s The Demon, with certain of the more subtly amorous passages underlined in red ink and marked with pressed flowers. Remembering how Woloda had been wont to kiss his inamorata’s purse last year, I essayed to do the same thing now; and really, when alone in my room in the evenings and engaged in dreaming as I looked at a flower or occasionally pressed it to my lips, I would feel a certain pleasantly lachrymose mood steal over me, and remain genuinely in love (or suppose myself to be so) for at least several days. Finally, my third affaire du coeur that winter was connected with the lady with whom"
Leo Tolstoy,Youth,"Woloda was in love, and who used occasionally to visit at our house. Yet, in this damsel, as I now remember, there was not a single beautiful feature to be found--or, at all events, none of those which usually pleased me. She was the daughter of a well-known Moscow lady of light and leading, and, petite and slender, wore long flaxen curls after the English fashion, and could boast of a transparent profile. Every one said that she was even cleverer and more learned than her mother, but I was never in a position to judge of that, since, overcome with craven bashfulness at the mere thought of her intellect and accomplishments, I never spoke to her alone but once, and then with unaccountable trepidation. Woloda’s enthusiasm, however (for the presence of an audience never prevented him from giving vent to his rapture), communicated itself to me so strongly that I also became enamoured of the lady. Yet, conscious that he would not be pleased to know that two brothers were in love with the same girl, I never told him of my condition. On the contrary, I took special delight in the thought that our mutual love for her"
Leo Tolstoy,Youth,"was so pure that, though its object was, in both cases, the same charming being, we remained friends and ready, if ever the occasion should arise, to sacrifice ourselves for one another. Yet I have an idea that, as regards self-sacrifice, he did not quite share my views, for he was so passionately in love with the lady that once he was for giving a member of the diplomatic corps, who was said to be going to marry her, a slap in the face and a challenge to a duel; but, for my part, I would gladly have sacrificed my feelings for his sake, seeing that the fact that the only remark I had ever addressed to her had been on the subject of the dignity of classical music, and that my passion, for all my efforts to keep it alive, expired the following week, would have rendered it the more easy for me to do so. XXXVIII. THE WORLD As regards those worldly delights to which I had intended, on entering the University, to surrender myself in imitation of my brother, I underwent a complete disillusionment that winter. Woloda danced a great deal, and Papa also went to balls"
Leo Tolstoy,Youth,"with his young wife, but I appeared to be thought either too young or unfitted for such delights, and no one invited me to the houses where balls were being given. Yet, in spite of my vow of frankness with Dimitri, I never told him (nor any one else) how much I should have liked to go to those dances, and how I felt hurt at being forgotten and (apparently) taken for the philosopher that I pretended to be. Nevertheless, a reception was to be given that winter at the Princess Kornakoff’s, and to it she sent us personal invitations--to myself among the rest! Consequently, I was to attend my first ball. Before starting, Woloda came into my room to see how I was dressing myself--an act on his part which greatly surprised me and took me aback. In my opinion (it must be understood) solicitude about one’s dress was a shameful thing, and should be kept under, but he seemed to think it a thing so natural and necessary that he said outright that he was afraid I should be put out of countenance on that score. Accordingly, he bid me don my patent leather boots, and was horrified"
Leo Tolstoy,Youth,"to find that I wanted to put on gloves of peau de chamois. Next, he adjusted my watch-chain in a particular manner, and carried me off to a hairdresser’s near the Kuznetski Bridge to have my locks coiffured. That done, he withdrew to a little distance and surveyed me. “Yes, he looks right enough now” said he to the hairdresser. “Only--couldn’t you smooth those tufts of his in front a little?” Yet, for all that Monsieur Charles treated my forelocks with one essence and another, they persisted in rising up again when ever I put on my hat. In fact, my curled and tonsured figure seemed to me to look far worse than it had done before. My only hope of salvation lay in an affectation of untidiness. Only in that guise would my exterior resemble anything at all. Woloda, apparently, was of the same opinion, for he begged me to undo the curls, and when I had done so and still looked unpresentable, he ceased to regard me at all, but throughout the drive to the Kornakoffs remained silent and depressed. Nevertheless, I entered the Kornakoffs’ mansion boldly enough, and it was only when the Princess had invited me"
Leo Tolstoy,Youth,"to dance, and I, for some reason or another (though I had driven there with no other thought in my head than to dance well), had replied that I never indulged in that pastime, that I began to blush, and, left solitary among a crowd of strangers, became plunged in my usual insuperable and ever-growing shyness. In fact, I remained silent on that spot almost the whole evening! Nevertheless, while a waltz was in progress, one of the young princesses came to me and asked me, with the sort of official kindness common to all her family, why I was not dancing. I can remember blushing hotly at the question, but at the same time feeling--for all my efforts to prevent it--a self-satisfied smile steal over my face as I began talking, in the most inflated and long-winded French, such rubbish as even now, after dozens of years, it shames me to recall. It must have been the effect of the music, which, while exciting my nervous sensibility, drowned (as I supposed) the less intelligible portion of my utterances. Anyhow, I went on speaking of the exalted company present, and of the futility of men and women, until I had"
Leo Tolstoy,Youth,"got myself into such a tangle that I was forced to stop short in the middle of a word of a sentence which I found myself powerless to conclude. Even the worldly-minded young Princess was shocked by my conduct, and gazed at me in reproach; whereat I burst out laughing. At this critical moment, Woloda, who had remarked that I was conversing with great animation, and probably was curious to know what excuses I was making for not dancing, approached us with Dubkoff. Seeing, however, my smiling face and the Princess’s frightened mien, as well as overhearing the appalling rubbish with which I concluded my speech, he turned red in the face, and wheeled round again. The Princess also rose and left me. I continued to smile, but in such a state of agony from the consciousness of my stupidity that I felt ready to sink into the floor. Likewise I felt that, come what might, I must move about and say something, in order to effect a change in my position. Accordingly I approached Dubkoff, and asked him if he had danced many waltzes with her that night. This I feigned to say in a gay and jesting manner,"
Leo Tolstoy,Youth,"yet in reality I was imploring help of the very Dubkoff to whom I had cried “Hold your tongue!” on the night of the matriculation dinner. By way of answer, he made as though he had not heard me, and turned away. Next, I approached Woloda, and said with an effort and in a similar tone of assumed gaiety: “Hullo, Woloda! Are you played out yet?” He merely looked at me as much as to say, “You wouldn’t speak to me like that if we were alone,” and left me without a word, in the evident fear that I might continue to attach myself to his person. “My God! Even my own brother deserts me!” I thought to myself. Yet somehow I had not the courage to depart, but remained standing where I was until the very end of the evening. At length, when every one was leaving the room and crowding into the hall, and a footman slipped my greatcoat on to my shoulders in such a way as to tilt up my cap, I gave a dreary, half-lachrymose smile, and remarked to no one in particular: “Comme c’est gracieux!” XXXIX. THE STUDENTS’ FEAST NOTWITHSTANDING that, as yet, Dimitri’s"
Leo Tolstoy,Youth,"influence had kept me from indulging in those customary students’ festivities known as kutezhi or “wines,” that winter saw me participate in such a function, and carry away with me a not over-pleasant impression of it. This is how it came about. At a lecture soon after the New Year, Baron Z.--a tall, light-haired young fellow of very serious demeanour and regular features--invited us all to spend a sociable evening with him. By “us all”, I mean all the men more or less “comme il faut”, of our course, and exclusive of Grap, Semenoff, Operoff, and commoners of that sort. Woloda smiled contemptuously when he heard that I was going to a “wine” of first course men, but I looked to derive great and unusual pleasure from this, to me, novel method of passing the time. Accordingly, punctually at the appointed hour of eight I presented myself at the Baron’s. Our host, in an open tunic and white waistcoat, received his guests in the brilliantly lighted salon and drawing-room of the small mansion where his parents lived--they having given up their reception rooms to him for the evening for purposes of this party. In the corridor could be seen the"
Leo Tolstoy,Youth,"heads and skirts of inquisitive domestics, while in the dining-room I caught a glimpse of a dress which I imagined to belong to the Baroness herself. The guests numbered a score, and were all of them students except Herr Frost (in attendance upon Iwin) and a tall, red-faced gentleman who was superintending the feast and who was introduced to every one as a relative of the Baron’s and a former student of the University of Dorpat. At first, the excessive brilliancy and formal appointments of the reception-rooms had such a chilling effect upon this youthful company that every one involuntarily hugged the walls, except a few bolder spirits and the ex-Dorpat student, who, with his waistcoat already unbuttoned, seemed to be in every room, and in every corner of every room, at once, and filled the whole place with his resonant, agreeable, never-ceasing tenor voice. The remainder of the guests preferred either to remain silent or to talk in discreet tones of professors, faculties, examinations, and other serious and interesting matters. Yet every one, without exception, kept watching the door of the dining-room, and, while trying to conceal the fact, wearing an expression which said: “Come! It is time to"
Leo Tolstoy,Youth,"begin.” I too felt that it was time to begin, and awaited the beginning with pleasurable impatience. After footmen had handed round tea among the guests, the Dorpat student asked Frost in Russian: “Can you make punch, Frost?” “Oh ja!” replied Frost with a joyful flourish of his heels, and the other went on: “Then do you set about it” (they addressed each other in the second person singular, as former comrades at Dorpat). Frost accordingly departed to the dining-room, with great strides of his bowed, muscular legs, and, after some walking backwards and forwards, deposited upon the drawing-room table a large punchbowl, accompanied by a ten-pound sugar loaf supported on three students’ swords placed crosswise. Meanwhile, the Baron had been going round among his guests as they sat regarding the punch-bowl, and addressing them, with a face of immutable gravity, in the formula: “I beg of you all to drink of this loving-cup in student fashion, that there may be good-fellowship among the members of our course. Unbutton your waistcoats, or take them off altogether, as you please.” Already the Dorpat student had divested himself of his tunic and rolled up his white shirt-sleeves above his elbows, and now,"
